question,answer,link
How would my CPF savings be paid to me?,"['You can receive your CPF savings to your:', 'With PayNow, you will generally receive your CPF savings immediately. ', ""However, please note that you won't be able to withdraw your CPF savings via PayNow if you have unpaid taxes, MediShield Life premiums or outstanding divorce matters."", 'To protect you from any potential scams, we will only accept bank accounts where the bank is able to provide automated bank account verification to us. This ensures that payment will only be made to a bank account belonging to you. Currently, only POSB, DBS, OCBC and UOB are able to provide this service.', 'If your bank does not provide this service, you may wish to write to your bank to request that they do so.  Alternatively, you may wish to sign up for PayNow (NRIC) with your bank so as to receive payments from us.']",https://www.cpf.gov.sg/member/faq/retirement-income/retirement-withdrawals/how-would-my-cpf-savings-be-paid-to-me
How long does it take to process the application for withdrawal of my CPF savings and for the monies to be paid to my bank account?,"['The service standards to process your withdrawal application are stated in the table below:', 'If you have submitted an application to withdraw your Retirement Account savings with HDB/private property pledge, it will generally take up to seven working days from date of submission/after the charge has been lodged.', 'The normal processing time stated excludes the time taken to perform verification checks and/or obtain more information from our service partners (if applicable).']",https://www.cpf.gov.sg/member/faq/retirement-income/retirement-withdrawals/how-long-to-process-application-and-pay-to-bank-account
How do I update my bank account details with CPF Board?,"['You can update your bank account details with CPF Board to receive payments such as withdrawal of CPF savings and monthly payouts via my cpf digital services – Account settings with your Singpass, or by following the steps below:', 'You will need to verify your identity using Singpass Face Verification to update your bank account details. As a further verification, your new bank account will only be activated after your bank confirms that the account belongs to you. This will generally take up to two working days.']",https://www.cpf.gov.sg/member/faq/account-services/your-cpf-account-and-personal-particulars/how-do-i-update-my-bank-account-details-with-cpf-board
How can I check my withdrawal transactions?,"['You can view your latest withdrawal by logging in to ""Past Withdrawals for Retirement"" page. If you want to view your earlier withdrawals, you can find them in your transaction history.']",https://www.cpf.gov.sg/member/faq/retirement-income/retirement-withdrawals/how-can-i-check-my-withdrawal-transactions
Why is my co-owner allowed to withdraw part of his Retirement Account savings while I am not allowed to do so?,"['In households where the property does not last all co-owners until age 95, only the co-owner(s) who are covered by the lease until age 95 can choose to set aside their Full Retirement Sum (FRS) with a mixture of property (up to half the FRS) and cash, and hence withdraw their Retirement Account  savings down to their Basic Retirement Sum*.', '* Excluding interest, any government grants and top-ups made under the Retirement Sum Topping-up Scheme.', 'Find out more about the importance of having a property lease that lasts until you are 95 years old.']",https://www.cpf.gov.sg/member/faq/retirement-income/retirement-withdrawals/co-owner-allowed-to-withdraw-part-of-ra-savings-i-am-not-allowed
Do I need to pay taxes for the amount I withdraw from my CPF accounts?,"['No, CPF savings withdrawn are not taxable.', 'However, please note that if you have any unpaid taxes or MediShield Life premiums, we may recover the unpaid amount from the CPF savings you are withdrawing.', 'This is done to ensure that everyone fulfils their tax obligations and has sufficient coverage under MediShield Life.']",https://www.cpf.gov.sg/member/faq/retirement-income/retirement-withdrawals/do-i-need-to-pay-taxes-for-the-amount-i-withdraw-from-my-cpf
Can I withdraw my CPF savings if I have unpaid taxes or MediShield Life premiums?,"['If you have unpaid taxes or MediShield Life premiums, we may be appointed by IRAS to recover the unpaid amount from the CPF savings you are withdrawing. If we are appointed to do so, you will receive an appointment notice from IRAS and we will pay IRAS the outstanding amount from your withdrawable savings to settle your unpaid taxes or MediShield Life premiums before the balance (if any) is paid to you.']",https://www.cpf.gov.sg/member/faq/retirement-income/retirement-withdrawals/can-i-withdraw-my-cpf-savings-if-i-have-unpaid-taxes-or
I am the appointed donee/deputy for my next-of-kin. How can I apply to withdraw his CPF savings?,"[""To apply for withdrawal of your next-of-kin's CPF savings, you can make an appointment to visit any of our CPF Service Centres and bring along the following original documents:"", '1. Medical report from an accredited doctor stating that the member lacks mental capacity permanently;\n2. Lasting Power of Attorney or Court Order;\n3. Trust bank account statement or passbook; and\n4. Your NRIC.']",https://www.cpf.gov.sg/member/faq/retirement-income/retirement-withdrawals/appointed-donee-deputy-apply-to-withdraw-cpf-savings
How can I withdraw my Retirement Account savings via property pledging?,['Members who wish to withdraw their Retirement Account savings via property pledging are required to make an appointment to visit CPF Service Centre. Our customer service officers will assist you in submitting your application over the counter. Please bring along the following supporting documents:'],https://www.cpf.gov.sg/member/faq/retirement-income/retirement-withdrawals/withdraw-my-ra-savings-via-property-pledging
"If my property is co-owned, does my co-owner need to be present at CPF Service Centre when I am making the property pledging withdrawal? ","['No, only you need to be present at CPF Service Centre. However, you must bring along the original completed co-owner consent form.']",https://www.cpf.gov.sg/member/faq/retirement-income/retirement-withdrawals/does-my-co-owner-need-to-be-present-at-cpf-service-centre
What is PayNow?,"['PayNow is a secure fund transfer service that generally allows you to receive payment almost instantly. It adopts the same high security standards as other trusted funds transfer services like FAST and GIRO. Best of all, PayNow is free and available 24/7, 365 days a year to customers of participating banks in Singapore.', 'For more information on PayNow and participating banks, you can contact your bank or visit the Association of Banks in Singapore’s website.']",https://www.cpf.gov.sg/member/faq/retirement-income/retirement-withdrawals/what-is-paynow
